TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,KENPOM_NETRTG,KENPOM_ORTG,KENPOM_DRTG,KENPOM_ADJT,LUCK,SOS_NETRTG,NCSOS_NETRTG,TRUE_QUALITY_SCORE,KENPOM_RANK,SEED_DIVERGENCE,QMS
Harvard,Ivy,28,20,102.4,94.9,0.7057,47.1,46.6,18.4,20.1,32.4,28.4,38.9,32.9,45.5,44.5,34.3,34.0,61.6,-1.3,R64,13.0,2015,9.23,104.8,95.6,61.1,0.091,-0.18,0.36,9.1936,75.0,3.0,25.0
Hawaii,BW,33,20,104.2,98.1,0.6685,49.3,47.6,18.7,23.4,32.2,34.4,36.7,42.0,49.3,45.2,32.8,34.8,69.6,-6.2,,,2015,3.73,105.1,101.4,68.9,-0.009,-1.97,-5.29,3.7336,127.0,,0.0
High Point,BSth,30,20,104.5,104.9,0.4898,51.9,51.3,17.5,19.8,30.6,31.5,34.1,31.5,49.3,49.8,38.6,35.8,62.8,-3.9,,,2015,2.03,108.4,106.4,62.2,0.103,-3.5,4.07,1.9888,145.0,,0.0
Hofstra,CAA,34,20,108.7,104.6,0.6094,52.3,49.5,16.0,19.6,32.7,28.4,39.8,38.7,50.9,48.8,36.2,33.9,69.4,-8.3,,,2015,5.43,112.0,106.6,68.7,-0.111,-5.12,-7.32,5.4744,111.0,,0.0
Holy Cross,Pat,29,13,99.6,105.8,0.3317,47.2,53.2,17.0,21.6,29.6,29.7,34.9,41.3,45.4,51.7,33.7,37.5,64.0,-11.3,,,2015,,,,,,,,-6.200000000000003,148.0,,0.0
Houston,Amer,32,13,100.9,102.3,0.4593,46.5,49.1,20.5,19.9,33.6,33.7,31.5,33.2,45.2,48.4,32.0,33.7,64.6,-11.6,,,2015,,,,,,,,-1.3999999999999917,148.0,,0.0
Houston Baptist,Slnd,24,8,98.6,115.7,0.1377,47.4,52.8,21.4,17.2,37.6,31.5,39.4,43.7,47.5,51.0,31.5,37.9,66.7,-12.0,,,2015,,,,,,,,-17.10000000000001,148.0,,0.0
Howard,MEAC,29,13,90.8,100.7,0.2332,46.2,45.7,25.0,21.4,33.5,34.6,43.4,40.1,47.4,44.8,28.9,31.4,63.1,-11.6,,,2015,,,,,,,,-9.900000000000006,148.0,,0.0
IPFW,Sum,28,13,104.5,107.5,0.418,53.3,51.3,18.7,16.0,25.1,26.6,41.1,27.7,52.6,49.9,36.3,36.0,65.0,-9.2,,,2015,,,,,,,,-3.0,148.0,,0.0
IUPUI,Sum,31,10,92.4,101.2,0.258,46.5,51.3,23.6,20.9,31.1,28.3,32.8,41.8,47.3,48.5,29.6,38.3,64.1,-14.5,,,2015,,,,,,,,-8.799999999999997,148.0,,0.0
Idaho,BSky,28,11,104.7,110.8,0.3432,53.4,53.6,17.5,15.4,30.7,27.0,38.6,41.5,49.2,53.0,41.0,36.3,67.9,-13.0,,,2015,,,,,,,,-6.099999999999994,148.0,,0.0
Idaho St.,BSky,28,5,96.2,109.9,0.1767,48.1,52.0,18.7,18.7,29.9,32.2,37.0,34.8,46.6,49.3,34.9,37.0,63.9,-19.2,,,2015,,,,,,,,-13.700000000000005,148.0,,0.0
Illinois,B10,33,19,107.1,94.4,0.8103,47.6,48.0,15.2,19.7,30.2,28.0,31.2,30.4,44.4,47.3,35.5,32.9,65.6,-0.6,,,2015,11.68,108.3,96.7,64.8,-0.026,6.59,-4.22,11.6904,61.0,,0.0
Illinois Chicago,Horz,32,8,99.2,109.4,0.2449,43.6,54.4,17.4,18.0,30.8,28.5,40.0,39.0,41.5,51.9,31.8,40.3,65.4,-16.8,,,2015,,,,,,,,-10.200000000000005,148.0,,0.0
Illinois St.,MVC,34,21,106.2,94.5,0.7929,48.4,47.0,19.9,20.5,36.2,29.3,34.8,40.3,46.8,45.9,34.4,32.8,65.4,-2.8,,,2015,11.67,107.7,96.1,64.7,-0.05,3.2,1.9,11.69,62.0,,0.0
Incarnate Word,Slnd,25,14,104.1,111.9,0.3028,52.0,51.4,15.7,17.9,25.7,31.5,45.3,39.6,51.8,50.6,35.0,35.5,67.7,-6.0,,,2015,,,,,,,,-7.800000000000011,148.0,,0.0
Indiana,B10,34,20,119.5,103.0,0.8473,54.4,50.3,17.2,15.9,35.3,31.5,32.7,32.8,50.2,50.9,40.6,32.5,67.2,-0.3,R64,10.0,2015,13.83,119.8,106.0,66.6,-0.044,6.92,-5.96,13.8476,48.0,2.0,18.0
Indiana St.,MVC,30,14,100.5,100.4,0.503,49.4,48.6,20.9,20.8,26.4,31.7,42.3,37.6,46.6,44.7,35.7,38.6,67.3,-8.2,,,2015,,,,,,,,0.0999999999999943,148.0,,0.0
Iona,MAAC,35,26,110.9,105.7,0.6343,54.7,48.1,17.2,16.7,28.7,33.2,37.4,28.5,51.3,45.7,39.6,35.5,70.4,-2.1,,,2015,6.18,113.6,107.4,69.7,0.048,-2.25,1.64,6.1608,100.0,,0.0
Iowa,B10,34,22,114.0,92.0,0.9211,48.1,45.6,17.1,18.9,35.6,30.3,38.0,29.1,47.3,43.7,33.3,32.6,64.6,2.1,R32,7.0,2015,19.02,114.2,95.1,63.7,-0.007,8.58,-1.58,19.0228,23.0,-1.0,61.0
Iowa St.,B12,34,25,116.9,95.6,0.9103,54.3,47.6,15.8,18.5,28.3,29.6,36.5,24.0,54.3,45.2,36.2,34.7,69.8,7.0,R64,3.0,2015,21.49,119.0,97.5,69.6,0.005,10.59,-1.18,21.488,16.0,1.0,42.0
Jackson St.,SWAC,32,11,88.6,102.5,0.1581,42.9,48.6,21.9,22.7,37.7,28.1,32.9,54.1,43.7,47.2,27.4,34.1,64.2,-16.9,,,2015,,,,,,,,-13.900000000000006,148.0,,0.0
Jacksonville,ASun,29,7,95.6,114.9,0.1067,46.6,54.5,18.6,19.1,27.7,33.8,39.3,38.8,43.1,54.1,35.8,36.8,64.0,-17.6,,,2015,,,,,,,,-19.30000000000001,148.0,,0.0
Jacksonville St.,OVC,29,10,92.6,106.1,0.1734,43.0,51.1,18.5,19.2,28.7,34.5,37.6,39.0,42.3,50.0,29.5,35.7,63.8,-14.1,,,2015,,,,,,,,-13.5,148.0,,0.0
James Madison,CAA,33,19,103.1,107.6,0.3805,51.9,50.2,20.3,17.9,29.0,31.9,42.2,31.9,49.7,48.2,37.2,35.7,64.7,-7.2,,,2015,,,,,,,,-4.5,148.0,,0.0
Kansas,B12,36,27,113.6,90.6,0.9308,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,46.4,43.4,37.9,31.5,67.2,9.0,R32,2.0,2015,22.72,114.5,91.8,67.0,0.07,13.17,9.57,22.692,12.0,1.0,41.0
Kansas St.,B12,32,15,104.6,96.2,0.7242,47.8,49.7,20.9,20.2,34.0,31.4,46.0,41.0,46.9,49.5,33.5,33.5,62.7,-2.6,,,2015,8.18,106.6,98.4,62.1,0.01,10.32,-1.28,8.176,81.0,,0.0
Kennesaw St.,ASun,30,8,91.3,113.1,0.0782,45.3,50.7,21.3,16.2,29.6,35.1,29.8,35.7,44.1,51.1,31.5,33.4,66.1,-16.8,,,2015,,,,,,,,-21.799999999999997,148.0,,0.0
Kent St.,MAC,34,22,105.3,101.4,0.6069,49.8,45.8,17.8,18.2,33.6,32.7,37.1,39.5,46.7,44.8,36.6,32.1,62.0,-4.7,,,2015,5.04,107.4,102.3,61.5,0.029,-0.47,-5.72,5.0284,118.0,,0.0
Kentucky,SEC,39,38,120.3,84.0,0.9842,51.5,39.6,16.3,21.3,39.5,31.8,43.9,31.7,51.2,39.1,34.9,27.1,63.5,13.1,F4,1.0,2015,36.91,121.3,84.4,62.4,0.048,8.58,3.13,36.8908,1.0,0.0,35.0
LIU Brooklyn,NEC,30,12,95.2,104.8,0.2502,44.9,48.4,19.6,18.2,31.3,31.0,39.8,35.6,42.8,49.8,32.4,30.4,67.5,-13.7,,,2015,,,,,,,,-9.599999999999994,148.0,,0.0
LSU,SEC,33,22,107.8,92.8,0.8477,50.3,44.6,20.2,19.1,33.9,32.9,33.5,29.4,50.1,43.9,33.9,30.9,70.1,0.5,R64,9.0,2015,13.76,108.9,95.1,69.3,-0.043,5.09,-4.77,13.7772,49.0,4.0,33.0
La Salle,A10,33,17,98.9,92.9,0.6734,46.7,45.8,19.9,20.1,29.6,30.8,36.4,34.4,46.1,45.1,32.1,31.6,64.8,-6.3,,,2015,6.02,101.3,95.3,64.1,-0.017,4.11,2.55,6.0268,103.0,,0.0
Lafayette,Pat,32,19,109.8,114.5,0.3839,55.8,53.5,17.1,16.8,27.7,34.5,30.4,27.5,52.8,51.5,40.8,38.0,65.1,-7.1,R64,16.0,2015,,,,,,,,-4.700000000000003,148.0,0.0,4.0
Lamar,Slnd,26,11,97.4,107.6,0.2414,49.7,52.8,23.4,20.4,34.6,32.9,41.9,46.0,50.7,50.8,31.9,37.6,66.5,-9.9,,,2015,,,,,,,,-10.199999999999989,148.0,,0.0
Lehigh,Pat,29,15,98.0,99.5,0.4549,49.0,46.8,19.9,17.4,29.2,30.4,36.2,31.2,47.8,44.0,34.8,33.9,66.9,-9.3,,,2015,,,,,,,,-1.5,148.0,,0.0
Liberty,BSth,28,4,89.8,109.4,0.0938,46.0,50.2,24.5,18.1,30.6,32.5,40.2,41.8,45.8,48.0,31.0,35.6,66.2,-20.5,,,2015,,,,,,,,-19.60000000000001,148.0,,0.0
Lipscomb,ASun,28,11,98.0,110.6,0.1987,48.1,54.1,18.7,17.8,29.2,29.4,39.7,47.0,47.5,51.8,32.6,38.3,68.2,-12.0,,,2015,,,,,,,,-12.599999999999994,148.0,,0.0
Long Beach St.,BW,31,14,101.4,98.3,0.5883,47.6,49.2,20.2,21.0,31.5,34.0,34.4,36.9,46.3,49.0,33.2,33.0,65.7,-5.6,,,2015,3.05,104.0,100.9,65.2,0.032,6.36,15.31,3.0372,136.0,,0.0
Longwood,BSth,32,9,95.5,108.7,0.1834,49.0,52.6,20.7,20.8,26.9,35.2,30.0,45.0,44.9,50.5,36.9,37.5,67.0,-18.1,,,2015,,,,,,,,-13.200000000000005,148.0,,0.0
Louisiana Lafayette,SB,33,19,104.1,100.6,0.5957,50.1,48.0,20.5,18.4,34.6,27.6,39.6,37.4,49.2,47.8,34.7,32.3,70.4,-8.2,,,2015,3.59,106.0,102.4,69.9,-0.055,-3.14,-1.43,3.612,128.0,,0.0
Louisiana Monroe,SB,34,20,98.0,98.0,0.4977,45.6,44.7,18.0,17.2,32.6,29.4,26.1,29.7,46.0,44.3,29.9,30.2,62.0,-7.0,,,2015,,,,,,,,0.0,148.0,,0.0
Louisiana Tech,CUSA,35,26,105.7,98.1,0.7016,50.7,46.9,15.6,22.4,29.0,35.4,33.7,31.3,51.4,45.5,32.9,33.6,67.7,-1.7,,,2015,9.18,109.0,99.8,67.4,0.033,-1.56,-3.75,9.1668,76.0,,0.0
Louisville,ACC,36,27,109.4,87.4,0.929,47.7,44.0,17.2,21.3,34.7,30.8,38.7,33.3,48.4,43.3,30.7,30.3,65.6,5.8,E8,4.0,2015,21.21,110.2,88.9,64.6,0.027,9.69,-2.36,21.1992,17.0,1.0,43.0
Loyola Chicago,MVC,35,22,103.8,101.3,0.5708,53.3,49.2,21.0,20.2,28.7,32.1,33.3,30.2,50.6,50.1,39.3,31.8,61.4,-4.7,,,2015,3.28,105.9,102.6,61.1,0.079,-0.36,-3.54,3.2483999999999997,132.0,,0.0
Loyola MD,Pat,30,11,91.4,103.5,0.1944,42.8,49.7,20.3,17.6,31.9,28.6,37.6,44.9,40.4,49.9,32.5,32.9,63.3,-13.8,,,2015,,,,,,,,-12.099999999999994,148.0,,0.0
Loyola Marymount,WCC,30,7,100.6,108.3,0.3004,46.3,53.7,21.5,18.0,33.5,34.1,36.2,35.5,43.8,50.5,35.1,39.2,62.9,-12.9,,,2015,,,,,,,,-7.700000000000003,148.0,,0.0
Maine,AE,30,3,92.3,113.3,0.0863,46.7,55.8,21.6,19.0,23.5,31.7,27.7,36.6,45.5,55.6,32.6,37.4,66.6,-20.9,,,2015,,,,,,,,-21.0,148.0,,0.0
Manhattan,MAAC,33,19,100.2,99.4,0.5238,49.4,48.1,21.1,23.9,30.9,33.1,47.4,52.3,48.8,48.0,33.6,32.4,68.0,-7.6,R68,16.0,2015,,,,,,,,0.7999999999999972,148.0,0.0,6.0
Marist,MAAC,32,7,91.9,104.1,0.1926,46.8,49.6,20.5,20.8,21.2,35.6,38.0,36.7,46.4,49.6,31.5,33.1,65.3,-19.9,,,2015,,,,,,,,-12.199999999999989,148.0,,0.0
Marquette,BE,32,13,104.0,95.6,0.7237,49.8,49.2,19.3,21.0,29.0,36.4,35.8,30.3,48.8,46.4,34.4,36.0,64.3,-4.7,,,2015,6.88,105.3,98.5,63.7,-0.043,9.97,-1.17,6.8972,93.0,,0.0
Marshall,CUSA,30,9,94.8,102.0,0.301,46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,45.9,49.1,31.1,31.7,70.4,-14.7,,,2015,,,,,,,,-7.200000000000003,148.0,,0.0
Maryland,B10,35,28,110.2,94.0,0.8619,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,48.0,44.1,37.6,31.8,64.5,6.9,R32,4.0,2015,15.68,111.3,95.7,63.9,0.127,7.15,-3.33,15.6292,33.0,5.0,19.0
Maryland Eastern Shore,MEAC,33,18,100.9,107.1,0.3351,51.7,51.1,23.4,21.3,35.5,31.9,47.0,41.1,48.9,52.6,38.2,32.4,64.9,-8.7,,,2015,,,,,,,,-6.199999999999989,148.0,,0.0
Massachusetts,A10,32,17,104.5,100.7,0.6047,47.3,48.7,20.5,17.5,34.0,31.3,42.4,35.2,48.4,47.1,29.6,35.0,67.8,-4.9,,,2015,4.16,106.5,102.3,67.0,0.069,5.03,6.2,4.1324000000000005,125.0,,0.0
McNeese St.,Slnd,27,11,99.2,110.4,0.2258,46.4,51.9,16.0,18.5,33.7,34.4,30.9,34.9,45.9,53.1,31.6,33.1,63.3,-11.2,,,2015,,,,,,,,-11.200000000000005,148.0,,0.0
Memphis,Amer,32,18,104.7,95.1,0.7509,48.4,44.4,20.2,19.2,37.0,31.6,31.6,38.7,48.1,43.8,32.8,30.4,66.6,-5.4,,,2015,7.51,105.5,98.0,66.2,-0.033,1.21,-1.46,7.5232,87.0,,0.0
Mercer,SC,33,17,103.3,102.5,0.5223,49.3,48.9,17.6,19.2,33.3,32.8,40.2,31.9,48.3,46.3,34.2,35.2,61.1,-9.5,,,2015,,,,,,,,0.7999999999999972,148.0,,0.0
Miami FL,ACC,38,25,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,,,2015,14.49,112.5,98.1,62.5,0.022,7.0,-1.99,14.4812,41.0,,0.0
Miami OH,MAC,31,12,99.1,105.0,0.3397,49.4,53.1,19.4,20.6,25.9,29.6,38.7,42.5,48.3,53.7,34.4,34.9,65.4,-12.2,,,2015,,,,,,,,-5.900000000000006,148.0,,0.0
Michigan,B10,31,15,110.9,97.1,0.8226,49.4,50.9,15.6,19.4,25.5,31.2,26.6,26.7,47.0,50.8,35.3,34.0,60.2,-2.4,,,2015,9.55,110.0,100.5,59.7,-0.008,9.39,0.28,9.5532,74.0,,0.0
Michigan St.,B10,39,27,116.3,92.6,0.9327,53.2,44.9,17.5,16.5,33.5,27.0,32.7,39.0,50.8,43.8,38.5,31.5,63.9,3.0,F4,7.0,2015,21.72,116.6,94.9,63.1,-0.017,10.49,-0.88,21.726799999999997,15.0,-3.0,35.0
Middle Tennessee,CUSA,35,18,100.7,100.5,0.5048,47.9,49.9,20.3,20.3,31.6,26.1,36.8,42.2,44.2,48.0,36.3,35.7,61.4,-8.8,,,2015,,,,,,,,0.2000000000000028,148.0,,0.0
Milwaukee,Horz,28,12,100.8,103.6,0.4226,49.0,51.2,20.0,16.5,26.9,29.5,36.2,31.6,48.6,48.6,33.2,38.6,65.0,-9.0,,,2015,,,,,,,,-2.799999999999997,148.0,,0.0
Minnesota,B10,32,17,111.2,97.6,0.8176,52.1,50.8,17.7,24.2,30.0,33.4,32.9,34.5,50.1,48.3,37.2,36.8,68.1,-2.4,,,2015,13.06,112.7,99.7,67.3,-0.099,6.8,-5.45,13.0996,52.0,,0.0
Mississippi,SEC,34,21,112.2,99.2,0.8037,47.8,47.6,16.5,18.7,34.8,31.4,36.1,41.2,46.8,43.6,33.2,35.8,66.6,-0.5,R64,11.0,2015,13.88,114.5,100.6,66.2,-0.033,7.1,-1.19,13.8932,45.0,1.0,14.0
Mississippi St.,SEC,31,12,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,,,2015,,,,,,,,2.5999999999999943,148.0,,0.0
Mississippi Valley St.,SWAC,32,6,89.0,116.3,0.0439,42.7,54.5,20.9,20.8,30.1,39.7,33.0,36.7,41.7,55.1,30.3,35.5,71.1,-20.8,,,2015,,,,,,,,-27.299999999999997,148.0,,0.0
Missouri,SEC,31,8,99.3,101.5,0.4366,45.8,49.3,20.2,17.2,29.4,33.3,32.5,43.9,44.2,48.0,32.5,34.4,62.6,-9.9,,,2015,,,,,,,,-2.200000000000003,148.0,,0.0
Missouri St.,MVC,29,9,96.5,104.4,0.2884,45.4,49.6,19.5,16.4,29.7,30.0,31.7,36.8,44.5,46.6,31.4,36.9,61.9,-12.2,,,2015,,,,,,,,-7.900000000000006,148.0,,0.0
Monmouth,MAAC,33,18,98.0,100.4,0.4312,47.9,47.2,19.9,21.4,30.0,33.6,41.0,37.2,46.7,44.3,33.8,34.2,63.9,-9.0,,,2015,,,,,,,,-2.4000000000000057,148.0,,0.0
Montana,BSky,31,18,104.5,104.2,0.5063,53.7,51.3,18.0,19.9,27.6,28.7,33.3,43.6,52.9,49.4,36.6,36.1,62.5,-7.1,,,2015,,,,,,,,0.2999999999999971,148.0,,0.0
Montana St.,BSky,29,6,94.7,107.8,0.1838,46.9,53.0,20.6,17.0,29.1,28.2,28.7,44.8,42.4,50.4,35.6,39.4,66.2,-17.9,,,2015,,,,,,,,-13.099999999999994,148.0,,0.0
Morehead St.,OVC,32,15,102.5,101.0,0.5408,49.3,49.1,20.1,21.2,34.7,28.2,34.7,55.2,48.4,48.4,34.0,33.7,65.7,-10.6,,,2015,,,,,,,,1.5,148.0,,0.0
Morgan St.,MEAC,31,7,92.4,111.3,0.1057,40.2,53.3,16.2,21.6,34.8,33.8,33.1,43.2,39.1,52.9,28.4,36.1,65.0,-18.5,,,2015,,,,,,,,-18.89999999999999,148.0,,0.0
Mount St. Mary's,NEC,30,15,96.1,102.0,0.3345,47.2,49.6,19.0,21.3,30.6,32.4,30.4,35.6,45.5,48.5,33.0,34.8,62.8,-9.6,,,2015,,,,,,,,-5.900000000000006,148.0,,0.0
Murray St.,OVC,33,27,114.1,102.2,0.78,54.3,46.8,17.1,18.7,35.9,32.5,41.2,36.6,52.6,44.9,38.3,33.7,67.0,0.0,,,2015,12.04,116.5,104.5,66.8,0.076,-2.61,-1.08,12.0096,57.0,,0.0
NJIT,Ind,29,17,103.3,104.5,0.4644,52.3,46.4,20.5,19.0,28.8,33.8,39.0,44.1,49.8,44.6,37.1,33.1,67.1,-6.2,,,2015,,,,,,,,-1.2000000000000028,148.0,,0.0
Navy,Pat,31,12,97.7,105.0,0.3037,49.1,53.1,19.4,20.1,29.5,30.0,30.6,36.6,48.8,49.7,33.1,39.1,61.7,-13.8,,,2015,,,,,,,,-7.299999999999997,148.0,,0.0
Nebraska,B10,31,13,98.5,93.2,0.6543,46.2,46.8,19.4,20.6,26.7,30.3,36.5,38.5,48.0,44.7,28.4,33.4,63.7,-5.3,,,2015,4.62,99.6,95.0,63.3,-0.017,7.59,-3.77,4.6268,121.0,,0.0
Nebraska Omaha,Sum,28,11,100.3,108.0,0.2994,49.3,53.3,18.3,20.3,30.5,28.9,42.6,38.9,49.2,51.7,33.1,37.6,74.2,-12.8,,,2015,,,,,,,,-7.700000000000003,148.0,,0.0
Nevada,MWC,29,7,95.3,104.2,0.265,40.8,47.6,21.9,15.7,39.8,31.9,39.9,40.7,41.4,45.7,25.8,34.1,64.1,-14.8,,,2015,,,,,,,,-8.900000000000006,148.0,,0.0
New Hampshire,AE,30,17,98.4,101.0,0.4249,49.7,46.0,18.7,17.1,27.2,23.7,36.1,42.6,45.9,45.6,37.4,31.1,64.2,-8.1,,,2015,,,,,,,,-2.5999999999999943,148.0,,0.0
New Mexico,MWC,31,15,99.0,97.0,0.5607,47.9,46.7,20.2,18.6,33.3,26.1,38.4,32.8,48.6,46.4,30.8,31.4,62.8,-8.3,,,2015,2.82,101.6,98.7,62.0,-0.068,0.64,-3.48,2.8472,137.0,,0.0
New Mexico St.,WAC,32,21,103.9,98.1,0.6613,50.6,46.4,21.8,20.6,39.3,31.0,44.3,32.5,49.3,46.4,36.2,30.8,64.0,-4.5,R64,15.0,2015,6.63,107.4,100.8,63.0,-0.042,-5.37,1.78,6.6468,98.0,1.0,10.0
New Orleans,Slnd,26,8,95.7,109.4,0.1768,46.5,54.8,22.2,21.2,35.7,32.9,45.9,44.0,45.2,53.9,33.9,37.8,67.5,-13.3,,,2015,,,,,,,,-13.700000000000005,148.0,,0.0
Niagara,MAAC,30,8,98.5,109.7,0.2254,45.6,53.7,20.6,18.1,32.0,29.5,41.2,36.3,42.3,52.1,35.1,37.9,65.2,-15.9,,,2015,,,,,,,,-11.200000000000005,148.0,,0.0
Nicholls St.,Slnd,26,7,89.6,105.5,0.1321,47.8,50.0,25.0,20.3,30.1,34.5,42.4,50.7,48.4,48.3,31.2,35.7,66.8,-13.9,,,2015,,,,,,,,-15.900000000000006,148.0,,0.0
Norfolk St.,MEAC,32,18,102.3,107.4,0.3621,52.1,48.1,20.7,18.0,34.3,30.4,42.7,39.4,52.2,46.3,34.5,33.9,65.1,-7.6,,,2015,,,,,,,,-5.1000000000000085,148.0,,0.0
North Carolina,ACC,38,26,119.6,92.5,0.9507,51.6,45.4,18.2,17.7,40.0,31.2,35.2,37.8,50.9,45.6,35.8,30.0,69.9,6.5,S16,4.0,2015,23.85,119.1,95.3,69.2,-0.026,12.76,7.64,23.8604,10.0,-1.0,25.0
North Carolina A&T,MEAC,30,7,91.7,112.1,0.0903,44.6,50.4,23.6,18.8,34.1,34.4,37.3,40.9,45.7,47.8,28.4,36.5,62.7,-18.2,,,2015,,,,,,,,-20.39999999999999,148.0,,0.0
North Carolina Central,MEAC,30,22,102.5,98.4,0.6142,53.2,42.1,19.8,20.2,31.0,30.8,37.2,41.1,53.1,41.3,35.6,29.1,59.9,-2.4,,,2015,6.0,105.4,99.4,59.4,0.027,-9.2,3.98,5.9892,104.0,,0.0
North Carolina St.,ACC,36,22,114.1,96.8,0.8684,49.3,45.5,16.0,14.9,33.9,30.2,35.3,34.7,47.3,43.6,35.6,33.0,64.7,1.1,S16,8.0,2015,15.93,114.9,98.9,64.1,-0.003,9.84,-0.65,15.9312,32.0,0.0,0.0
North Dakota,BSky,28,6,96.1,109.0,0.1904,48.4,53.2,17.9,18.1,24.7,29.0,38.5,42.3,47.8,51.2,33.1,38.6,68.0,-16.2,,,2015,,,,,,,,-12.900000000000006,148.0,,0.0
North Dakota St.,Sum,31,21,100.8,100.7,0.5035,49.7,48.1,16.0,16.5,26.1,23.7,35.7,30.7,45.5,45.0,38.2,36.2,61.5,-3.9,R64,15.0,2015,,,,,,,,0.0999999999999943,148.0,1.0,6.0
North Florida,ASun,32,20,105.2,105.0,0.5063,53.6,47.9,18.3,17.9,29.2,31.8,39.7,34.1,51.1,48.3,38.1,31.3,67.5,-5.1,R68,16.0,2015,2.26,108.4,106.2,67.1,-0.022,-7.19,2.23,2.2687999999999997,143.0,0.0,8.0
North Texas,CUSA,29,12,98.6,103.0,0.3773,46.9,49.3,20.1,20.4,31.1,33.1,40.0,38.2,47.8,48.1,29.9,34.2,65.9,-10.8,,,2015,,,,,,,,-4.400000000000006,148.0,,0.0
Northeastern,CAA,35,23,107.0,101.0,0.6586,54.5,49.8,21.5,15.5,30.1,25.3,41.4,25.0,53.0,49.1,38.6,34.4,63.6,-4.6,R64,14.0,2015,5.12,108.3,103.1,63.3,0.025,-1.29,1.8,5.11,117.0,2.0,8.0
Northern Arizona,BSky,37,22,100.1,101.7,0.4547,46.1,48.6,17.7,16.7,35.3,26.8,36.4,38.4,42.9,49.1,34.8,31.7,65.2,-8.6,,,2015,,,,,,,,-1.6000000000000083,148.0,,0.0
Northern Colorado,BSky,28,13,107.5,115.6,0.3007,53.0,55.7,16.2,20.0,33.6,34.3,35.1,40.4,51.4,52.9,37.5,40.2,63.5,-10.8,,,2015,,,,,,,,-8.099999999999994,148.0,,0.0
Northern Illinois,MAC,29,13,100.1,103.3,0.4112,47.6,51.8,21.7,21.4,36.4,31.1,47.1,40.9,47.2,52.5,32.2,33.9,62.8,-9.0,,,2015,,,,,,,,-3.200000000000003,148.0,,0.0
Northern Iowa,MVC,35,31,115.4,93.0,0.9228,55.9,45.6,17.8,19.2,27.0,26.9,39.8,27.0,53.3,44.0,39.8,32.1,58.5,5.3,R32,5.0,2015,20.98,116.3,95.3,58.2,0.018,1.42,0.61,20.9728,18.0,0.0,72.0
Northern Kentucky,ASun,28,11,102.4,108.7,0.3348,51.2,50.6,17.8,16.6,28.5,30.0,30.0,45.3,51.9,49.2,33.4,35.5,64.1,-12.1,,,2015,,,,,,,,-6.299999999999997,148.0,,0.0
Northwestern,B10,32,15,105.7,100.8,0.6322,50.4,48.4,18.1,15.5,27.6,30.9,28.6,32.8,48.3,43.8,35.9,37.7,60.6,-4.2,,,2015,4.59,107.8,103.2,59.7,0.009,6.74,-6.17,4.5864,122.0,,0.0
Northwestern St.,Slnd,28,15,109.3,115.9,0.338,52.9,54.4,15.9,19.6,29.8,38.9,35.1,36.9,51.6,51.8,36.8,40.1,73.1,-6.4,,,2015,,,,,,,,-6.6000000000000085,148.0,,0.0
Notre Dame,ACC,38,32,125.3,98.6,0.9401,58.3,47.9,14.5,17.3,27.9,32.2,36.7,24.1,58.2,47.4,39.0,32.6,63.9,8.6,E8,3.0,2015,24.96,125.4,100.4,63.4,0.062,7.59,-11.62,24.9352,9.0,0.0,42.0
Oakland,Horz,31,14,109.0,109.2,0.495,52.3,53.5,18.4,16.1,30.1,30.5,38.1,34.6,51.7,52.8,35.5,36.5,67.0,-7.2,,,2015,,,,,,,,-0.2000000000000028,148.0,,0.0
Ohio,MAC,30,10,100.8,106.3,0.35,49.8,49.3,18.7,15.4,25.9,30.5,28.9,32.2,49.0,46.8,34.0,35.9,66.8,-13.5,,,2015,,,,,,,,-5.5,148.0,,0.0
Ohio St.,B10,35,24,113.9,93.1,0.9104,54.2,46.4,17.0,21.6,33.5,32.0,34.7,27.8,53.6,45.2,37.0,32.2,66.3,2.5,R32,10.0,2015,20.75,115.6,94.8,65.2,-0.043,6.76,-7.41,20.7672,19.0,-5.0,44.0
Oklahoma,B12,35,24,111.6,88.5,0.9349,49.3,44.1,17.6,19.7,31.5,31.4,32.8,28.4,48.2,42.2,34.3,31.7,67.5,4.5,S16,3.0,2015,22.8,112.5,89.7,66.7,-0.045,11.0,1.05,22.818,11.0,0.0,38.0
Oklahoma St.,B12,31,17,110.7,95.4,0.8469,50.2,46.5,18.5,21.1,26.9,32.6,39.0,42.1,49.2,44.1,34.6,34.4,64.0,0.2,R64,9.0,2015,14.92,111.8,96.8,63.3,-0.045,10.42,-1.65,14.938,38.0,1.0,23.0
